 title=U
 variables=x,y,U
 zone i=           5 ,j=           5
 
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
  0.16666666666666666        0.0000000000000000        0.0000000000000000     
  0.50000000000000000        0.0000000000000000        0.0000000000000000     
  0.83333333333333326        0.0000000000000000        0.0000000000000000     
   1.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000       0.16666666666666666        0.0000000000000000     
  0.16666666666666666       0.16666666666666666       -3.0085174201385536E-002
  0.50000000000000000       0.16666666666666666       -4.4560071945427153E-002
  0.83333333333333326       0.16666666666666666       -2.8361867723778449E-002
   1.0000000000000000       0.16666666666666666        0.0000000000000000     
   0.0000000000000000       0.50000000000000000        0.0000000000000000     
  0.16666666666666666       0.50000000000000000       -3.2217659983717499E-002
  0.50000000000000000       0.50000000000000000       -5.1608249496536758E-002
  0.83333333333333326       0.50000000000000000        2.9094780849771539E-003
   1.0000000000000000       0.50000000000000000        0.0000000000000000     
   0.0000000000000000       0.83333333333333326        0.0000000000000000     
  0.16666666666666666       0.83333333333333326        8.5185097466646167E-002
  0.50000000000000000       0.83333333333333326        9.4128335076316530E-002
  0.83333333333333326       0.83333333333333326        7.7647748183978460E-002
   1.0000000000000000       0.83333333333333326        0.0000000000000000     
   0.0000000000000000        1.0000000000000000        1.0000000000000000     
  0.16666666666666666        1.0000000000000000        1.0000000000000000     
  0.50000000000000000        1.0000000000000000        1.0000000000000000     
  0.83333333333333326        1.0000000000000000        1.0000000000000000     
   1.0000000000000000        1.0000000000000000        1.0000000000000000     
